corpus	sentence
itwac	Sono particolarmente protette , anche sotto il profilo sanzionatorio , le seguenti specie : a ) mammiferi : lupo ( Canis lupus ) , sciacallo dorato ( Canis aureus ) , orso ( Ursus arctos ) , martora ( Martes martes ) , puzzola ( Mustela putorius ) , lontra ( Lutra lutra ) , gatto selvatico ( Felis sylvestris ) , lince ( Lyn lyn ) , foca monaca ( Monachus monachus ) , tutte le specie di cetacei ( Cetacea ) , cervo sardo ( Cervus elaphus corsicanus ) , camoscio d' Abruzzo ( Rupicapra pyrenaica ) ; b ) uccelli : marangone minore ( Phalacrocorax pigmeus ) , marangone dal ciuffo ( Phalacrocorax aristotelis ) , tutte le specie di pellicani ( Pelecanidae ) , tarabuso ( Botaurus stellaris ) , tutte le specie di cicogne ( Ciconiidae ) , spatola ( Platalea leucorodia ) , mignattaio ( Plegadis falcinellus ) , fenicottero ( Phoenicopterus ruber ) , cigno reale ( Cygnus olor ) , cigno selvatico ( Cygnus cygnus ) , volpoca ( Tadorna tadorna ) , fistione turco ( Netta rufina ) , gobbo rugginoso ( Oxyura leucocephala ) , tutte le specie di rapaci diurni ( Accipitriformes e falconiformes ) , pollo sultano ( Porphyrio porphyrio ) , otarda ( Otis tarda ) , gallina prataiola ( Tetrax tetrax ) , gru ( Grus grus ) , piviere tortolino ( Eudromias morinellus ) , avocetta ( Recurvirostra avosetta ) , cavaliere d' Italia , ( Himantopus himantopus ) , occhione ( Burhinus oedicnemus ) , pernice di mare ( Glareola pratincola ) , gabbiano corso ( Larus audouinii ) , [SEP] gabbiano [SEP] corallino ( Larus melanocephalus ) , gabbiano roseo ( Larus genei ) , sterna zampenere ( Gelochelidon nilotica ) , sterna maggiore ( Sterna caspia ) , tutte le specie di rapaci notturni ( Strigiformes ) , ghiandaia marina ( Coracias garrulus ) , tutte le specie di picchi ( Picidae ) , gracchio corallino ( Pyrrhocorax pyrrhocorax ) ; c ) tutte le altre specie che direttive comunitarie o convenzioni internazionali o apposito decreto del Presidente del Consiglio dei ministri indicano come minacciate di estinzione .
itwac	[SEP] GAbbiano [SEP] di una Vita nuova : DIO è Giustizia e Amore , non è Cieco , Vede e Provvede Emergenza è Amore Giustizia , ...
itwac	Si propone , infatti , la modifica della legge statale sulla caccia 157/92 per abolire ogni forma di tutela per le specie nutria , gabbiano reale nordico , gabbiano reale zampegialle , [SEP] gabbiano [SEP] comune e cormorano : così potrebbero essere uccisi sempre e dovunque , anche nei Parchi !
itwac	Organizza l' associazione  Il [SEP] Gabbiano [SEP] ' in collaborazione con il Sert di Casalmaggiore e grazie anche a  Casalbellotto Insieme ' e all' Unità pastorale .
itwac	In inverno e di fronte ad esemplari adulti , distinguere un Gabbiano reale nordico in mezzo ai nostri [SEP] Gabbiani [SEP] zampegialle non è particolarmente difficile : l' abito invernale del primo , con la testa abbondantemente screziata di grigio , lo denuncia immediatamente .
itwac	Si parte innanzitutto dalla forma della chiglia , sia essa dislocante , semiplanante , planante , ad ala di [SEP] gabbiano [SEP] oppure a cattedrale ( boston whaler ) , e già si hanno 5 parametri differenti , quindi la profondità di carena immersa e il coefficiente di " finezza " della chiglia stessa .
itwac	, Le Girandole , Aprile , Articolo 21 Lombardia , Avvocati e Democrazia , Communitas 2002 , ComunicheRAI , Il [SEP] Gabbiano [SEP] , Girotondi per Cernusco , Girotondi di Varese , Girotondi per la democrazia Milano , Megachip Lombardia , Miracolo a Milano , Opposizione Civile , OTM Osservatorio Trasporto Pubblico , l ?
itwac	meglio sorvolare ( come un [SEP] gabbiano [SEP] sul mare aperto ) basta dire che molto probabilmente ci rincontreremo tutti all' appello successivo , ma l' università è bella anche per questo no ??? ( non ci credo neanke io a quello ke dico ...
itwac	Differenza nel nome italiano : " asiatica " e non " di Macqueen " CISO-COI : Ubara asiatica EBN Italia : Ubara di Macqueen Pavoncella armata Differenza nel nome scientifico : Hoplopterus e non Vanellus CISO-COI : Hoplopterus spinosus EBN Italia : Vanellus spinosus Limnodromo pettorossiccio Differenza nel nome italiano : " Limnodromo " e non " Piro piro " CISO-COI : Limnodromo pettorossiccio EBN Italia : Piro piro pettorossiccio Piro piro macchiato Differenza nel nome scientifico : macularius e non macularia CISO-COI : Actitis macularius EBN Italia : Actitis macularia Gambecchio comune Differenza nel nome italiano : aggiunto il termine " comune " CISO-COI : Gambecchio comune EBN Italia : Gambecchio Piovanello pettorale Differenza nel nome italiano : " Piovanello " e non " Piro piro " CISO-COI : Piovanello pettorale EBN Italia : Piro piro pettorale Gabbiano nordico Differenza nel nome italiano : " [SEP] Gabbiano [SEP] nordico " e non " Gabbiano reale nordico " CISO-COI : Gabbiano nordico EBN Italia : Gabbiano reale nordico Gabbiano pontico Differenza nel nome italiano : " pontico " e non " del Caspio " CISO-COI : Gabbiano pontico EBN Italia : Gabbiano del Caspio  come sinonimo : Gabbiano pontico Gabbiano di Sabine Differenza nel nome scientifico : Larus sabini e non Xema sabini CISO-COI : Larus sabini EBN Italia : Xema sabini Mignattino piombato Differenza nel nome scientifico : hybrida e non hybridus CISO-COI : Chlidonias hybrida EBN Italia : Chlidonias hybridus Mignattino comune Differenza nel nome italiano : aggiunto il termine " comune " CISO-COI : Mignattino comune EBN Italia : Mignattino Tortora selvatica Differenza nel nome italiano : " Tortora selvatica " e non " Tortora " CISO-COI : Tortora selvatica EBN Italia : Tortora Cuculo occhirossi Differenza nel nome scientifico : erythrophthalmus e non erythropthalmus CISO-COI : Coccyzus erythrophthalmus EBN Italia : Coccyzus erythropthalmus Rondone maggiore Differenza nel nome scientifico : Apus melba e non Tachymarptis melba CISO-COI : Apus melba EBN Italia : Tachymarptis melba Rondone comune Differenza nel nome italiano : aggiunto il termine " comune " CISO-COI : Rondone comune EBN Italia : Rondone Allodola del deserto minore Differenza nel nome scientifico : cinctura e non cincturus CISO-COI : Ammomanes cinctura EBN Italia : Ammomanes cincturus Rondine montana Differenza nel nome scientifico : Ptyonoprogne e non Hirundo CISO-COI : Ptyonoprogne rupestris EBN Italia : Hirundo rupestris Balestruccio Differenza nel nome scientifico : urbicum e non urbica CISO-COI : Delichon urbicum EBN Italia : Delichon urbica Fiorrancino Differenza nel nome scientifico : ignicapilla e non ignicapillus CISO-COI : Regulus ignicapilla EBN Italia : Regulus ignicapillus Tordo golanera Differenza nel nome italiano : " golanera " e non " golarossa " CISO-COI : Tordo golanera EBN Italia : Tordo golarossa Nota : Turdus ruficollis comprende le due ssp T. r. ruficollis ( Tordo golarossa ) e T. r. atrogularis ( Tordo golanera ) .
itwac	Finora avevo visto solamente un paio di gatti magri dai musi disperati come i sopravvissuti ad una prolungata carestia e alcuni [SEP] gabbiani [SEP] che volteggiavano su quella distesa di rottami come avvoltoi sui resti di una carovana di pionieri dopo il passaggio di un centinaio di indiani con la luna particolarmente storta .
itwac	Come simbolo il [SEP] gabbiano [SEP] dell' Italia dei valori e come progetto « quello di Prodi , tradito da Parisi e dai sindaci » , annuncia Giorgio Calò , fedelissimo .
itwac	mare ha il simbolo ( [SEP] gabbiano [SEP] / i ) Quando non ricordo chi mi ha chiesto quanto consuma la mia , preciso che parliamo di quella di 6 mt tutta aperta con poppa tipo calafuria per capirci ...
itwac	Re : anche io ho LUMACHE scintilla [ 25 05 2005 14:18 ] milioni di gatti milioni di italiani milioni di cani milioni di cinesi milioni di [SEP] gabbiani [SEP] milioni di lumache milioni di medici milioni di cinghiali milioni di post-telegrafonici SPARIAMO !
itwac	Tra poco mi parlerà di sua moglie , che se non fosse per sua figlia chissà in quale volo di [SEP] gabbiani [SEP] potrei vederlo planare , ed invece mi è qui di fronte che muove la bocca , le mani da amante perfetto , che delicato stringe un calice pieno come se fosse una tetta .
itwac	torna su I nostri [SEP] gabbiani [SEP] , una volta pronti al volo , hanno cominciato a riscaldare le ali nel tiepido , tardo mattino dell' 11 maggio .
itwac	come Liberi [SEP] gabbiani [SEP] di carte sparpagliate Incatenati dall' essere tristi .
itwac	Ad un tratto nel cielo grigio compaiono alcuni [SEP] gabbiani [SEP] ; volano bassi , tra poco verrà a piovere .
itwac	Alcuni esempi sono i [SEP] gabbiani [SEP] reali e gli storni a Roma ( in inverno stimati in 2 - 3 milioni ) , i rondoni maggiori a Napoli , le tortore dal collare a Trieste , la taccola a Padova , La Spezia e Salerno .
itwac	Il vento fortunatamente si è limitato a una piacevole brezza , e solo un povero [SEP] gabbiano [SEP] si è preso una zuccata contro il cupolino del veloce pilota collaudatore della Suzuki .
itwac	Segnalo inoltre quella del Touring Club Italiano " Danimarca , Islanda , Faer Oer , Groenlandia e più di 450 località " , e " Europa del Nord : Danimarca , Svezia , Norvegia , Finlandia , Islanda " delle Guide del [SEP] Gabbiano [SEP] .
itwac	Oh se fossi un [SEP] gabbiano [SEP] , divino uccello del mare !
itwac	inviato il 18.06.2004 12:37:57 Website : http://null inviato il 18.06.2004 12:43:34 Website : http://null inviato il 18.06.2004 12:53:47 Website : http://null Anonymous uffa questo però inviato il 20.06.2004 00:27:33 ANGEL 's VOLA ALTO GABBIANO , BELLO ANGELO MIO !! DIO E I SUOI ANGELI IN CIELO ED IN TERRA - ANGEL 's VOLA ALTO [SEP] GABBIANO [SEP] , BELLO ANGELO MIO !! DIO E I SUOI ANGELI IN CIELO ED IN TERRA - ANGEL 's VOLA ALTO GABBIANO , BELLO ANGELO MIO !! DIO E I SUOI ANGELI IN CIELOM ED IN TERRA - ANGEL 's VOLA ALTO GABBIANO , BELLO ANGELO MIO !! DIO E I SUOI ANGELI IN CIELO ED IN TERRA - e' evidente una situazione in evoluzione come evinto dai miei mail di Angel ' s , in medioriente ed in europa : escalating , domino effect in the italian election , counter - domino in France and Britain , Spain kept on going .
itwac	I Quaderni saranno a tema : es. un quaderno sui [SEP] GABBIANI [SEP] - uno su " SCOGLIERE " - uno su " SPIAGGE " - uno su " LA LUNA ED IL MARE " " DIALETTI DI MARE " " L' IDENTITA' DEL MARE " e così via .
itwac	Si va da proposte di depenalizzazione del bracconaggio ( come l' uccellagione e lo sparo da bordo di autoveicoli ) , all' equiparazione dei [SEP] gabbiani [SEP] alla stregua dei topi di fogna ( esclusione di gabbiani reali e comuni da ogni forma di tutela giuridica ) , all' estensione nei mesi di febbraio e marzo ( la delicata fase pre-riproduttiva ) della stagione venatoria , alla massima mobilità interregionale per chi esercita la caccia verso le specie migratrici .
itwac	Quando il volo atterra allo spettacolare aeroporto di Pudong inaugurato nel 1999 , progettato da Paul Andreu architetto di molte aerostazioni tra cui il Charles de Gaulle-Roussy , a Parigi , la leggiadra struttura di [SEP] gabbiano [SEP] planante sull' acqua ad ali dispiegate si immerge nelle prime luci del crepuscolo .
itwac	Infatti oltre a proteggere dal freddo le uova , i genitori devono proteggerle dagli altri uccelli predatori , come i [SEP] gabbiani [SEP] , e addirittura dagli stessi pinguini , che hanno la cattiva abitudine di rubare le uova degli altri .
itwac	CORVI Gracchiano neri [SEP] gabbiani [SEP] su mari di gonfia bambagia .
itwac	Tra i suoi romanzi marini Il [SEP] gabbiano [SEP] azzurro ( 1967 ) , La deriva ( 1955 ) , La riva di Charleston ( 1960 ) .
itwac	Era un [SEP] gabbiano [SEP] solitario , intristito prima del tempo dalla durezza della vita che si era trovato ad affrontare .
itwac	A seguire il regista lituano metterà in scena Il [SEP] gabbiano [SEP] di Anton Cechov , un progetto teatrale con gli attori Ecole des Maîtres ( dal 2 al 4 novembre ) .
itwac	Osserva alcuni [SEP] gabbiani [SEP] che timidamente ricominciano a volare in cerchi bassi e lenti .
itwac	[SEP] Gabbiani [SEP] che volano nella calda libertà dietro loro , accecante il disco del sole .
itwac	Si sarebbe detto uno stormo di enormi [SEP] gabbiani [SEP] che , con le ali spiegate alla brezza , scivolassero leggermente sulla superficie marina .
itwac	La stoffa ondeggia e i quadri diventano rombi , che oscillano in ellissi , che garriscono [SEP] gabbiani [SEP] come un sogno di Escher .
itwac	Nidifici in alcune colonie all' interno dell' isola ) Anser anser ( Nifica sul litorale ) Branta leucopsis ( durante le migrazioni ) Branta bernicla ( durante le migrazioni ) Germano reale ( Anas platyrhynchos ) ( sul litorale tutto l' anno ) Anas strepera ( nidifica sulla costa nordest ) Anas acuta ( nidifica sulla costa ) Anas clypeata ( nidifica sulla costa ) Anas penelope ( nidifica e in parte sverna sulla costa occidentale ) Anas crecca ( nidifica sulla costa ) Aythya ferina ( nidifica sulla costa settentrionale ) Aythya marila ( nidifica sulla costa ) Aythya fuligula ( nidifica sulla costa ) Somateria mollissima ( tutto l' anno sulla costa ) Somateria spectabilis ( occasionale ) Melanitta nigra ( nidifica sulla costa settentrionale ) Clangula hyemalis ( nidifica sulla costa , sverna al largo ) Histrionicus histrionicus ( tutto l' anno ) Bucephala islandica ( nidifica nell' interno , sverna sulle coste ) Mergus merganser ( nidifica nell' interno , sverna sulle coste ) mergus serrator ( nidifica nell' interno , sverna sulle coste ) Altri [SEP] Gabbiano [SEP] reale ( Larus argentatus ) Gabbiano tridattilo ( Rissa tridactyla ) Flora La flora islandese ha alcune specie endemiche .
itwac	che il cielo era grigio , il mare era grigio , i [SEP] gabbiani [SEP] erano grigi , la barca era grigia , le onde erano alte e grigie , pure il vento sembrava grigio , come la mia faccia che stramazzava sul sedile interno intenta a ricomporre i propri connotati , che si ostinavano a disperdersi tra i passeggeri ...
itwac	C' erano anche scimmie ( di cui parlerò più avanti ) e uccelli , uccelli dappertutto : non solo nugoli di " passeri " ( o così almeno li chiamavo ) che svolazzavano tutto il giorno cinguettando di cespuglio in cespuglio , ma , sulle scogliere a picco sul mare , grandi colonie di [SEP] gabbiani [SEP] e gavine e sule e cormorani , così che le rocce erano bianche dei loro escrementi .
itwac	il tuo shop è carino , anche il simbolo del [SEP] gabbiano [SEP] è proprio bello !
itwac	Tra l' altro la presenza di coltivazioni favorisce la presenza di specie quali [SEP] gabbiani [SEP] e storni che costituiscono un pericolo per gli aerei in partenza ed in arrivo .
itwac	Se vuoi puoi venire con me ad ascoltare il mare , a camminare sulla sabbia , a seguire un [SEP] gabbiano [SEP] .
itwac	Avrei voluto sentire il suono del mulinello , quasi come pegno di ringraziamento a Luigi , ma niente , anche l' eco era muto , non si vedeva un [SEP] gabbiano [SEP] , e tutto lasciava pensare che per la prima volta in questa stagione tornassimo in banchina senza preda .
itwac	Era proprio così : tutte quelle ondine e quelle perline luminose pian piano prendevano vita , si alzavano in volo e si trasformavano in [SEP] gabbiani [SEP] , che si avvicinavano e seguivano la sua barca in corteo , cantando e gridando gioiosi .
itwac	Governo : governa stai attento ai tuoi uomini e tifa il paese 2 d 1 !! CIAO ANGEL 's g. inviato il 21.01.2004 inviato il 21.01.2004 17:30:33 Website : http://null [SEP] GABBIANO [SEP] VOLA ALTO : ANGEL 's GABBIANO VOLA ALTO : ANGEL 's GABBIANO VOLA ALTO : ANGEL 's MENO MALE CHE NON FANNO SOLO IL DIPIETRISMO IN ITALIA VEDREMO IN ISRAELE SE TRIONFERANNO GIUSTIZIA E COLOMBE , o ipocrisia e le comunità prenderanno posizione , per il benessere e la pace a casa ed ovunque .
itwac	In effetti , il volo del Gabbiano di Franklin è più leggero , più da sterna , di quello del [SEP] Gabbiano [SEP] sghignazzante .
itwac	* [SEP] GABBIANI [SEP] Non so dove i gabbiani abbiano il nido , ove trovino pace .
itwac	Il volo degli uccelli sorprende ed incanta allo stesso tempo : aironi cinerini , garzette , germani , cormorani , martin pescatore e [SEP] gabbiani [SEP] indicano inconfondibilmente al visitatore , una volta in prossimità di Caposile , la direzione della valle .
itwac	Grazie ancora br CyBeRdAeMoN Oggi sono uscito dalle 12.15 alle 17 , sono andato nella zona + adatta alle alalunghe , ma non c' era nemmeno l' ombra , nemmeno un [SEP] gabbiano [SEP] , quindi dopo un paio di ore mi sono spostato verso le altre barche direzione faro San Vito per intenderci e in quella zona alcune imbarcazioni anche oggi hanno preso alcuni tonnetti ma da segnalarne uno preso da un amico della baia di circa 14 kg preso con un rapala 18 !!!!!! Voi lo avreste montato un rapala 18 io no data la grandezza delle alalunghe e io puntavo quelle inizialmente , mi sa che è meglio aspettare qualche giorno qui a Taranto per vedere le prime ala .
itwac	L' isola è stata individuata di recente come l' unico sito regionale di nidificazione del rarissimo [SEP] Gabbiano [SEP] corso ( Larus audonii ) specie prioritaria , endemica del Mediterraneo .
itwac	Poi gli Uccelli delle Tempeste ( Wilson , Ventrenero e Europeo che qua sverna ) , molte Sterne , lo Stercorario Antartico ( Subantartic Skua ) , alcuni [SEP] Gabbiani [SEP] di Sabine e un gruppo di bellissime Procellarie del Capo ( Pintado Petrel ) .
itwac	La componente più importante è forse la ricerca del pesce , attraverso la decodica dei piccoli segnali , la singola cacciata , il volo di un [SEP] gabbiano [SEP] , la schiuma rimasta sull' acqua .
itwac	lupus Come pescatore di [SEP] gabbiani [SEP] mi difendo anch' io , ne ho presi due ed entrambe le volte per slamarli è stato un mezzo casino .
itwac	L' isola nel suo complesso è luogo preferito di stanziamento di colonie , anche molto numerose , di [SEP] gabbiani [SEP] e colombi e soprattutto della ferma stagionale di altre specie migratorie tipiche di questa area continentale .
itwac	Il suono dei singhiozzi è soffocato dalle urla dei [SEP] gabbiani [SEP] .
