corpus	sentence
itwac	Una [SEP] Passera [SEP] sarda Passer hispaniolensis è stata osservata nell' estate 2001 nel Delta del Po , non molto lontano da Porto Barricata ( RO ) , dove era osservato il Gabbiano di Sabine .
itwac	Un cast di primo livello che avrà il compito di mantenere alto l' interesse e l' affetto del pubblico mantenendo fede ad una tradizione che ha visto questa serie televisiva [SEP] passere [SEP] in tre anni dal 22,4 % di share al 31,6 dello scorso anno con una media di 8.514.000 telespettatori .
itwac	ed una [SEP] Passera [SEP] sarda Passer hispaniolensis .
itwac	e sordo stropicciar di mossi scanni , e cigolio di tavole spiegate odo vagar fra le sonanti risa di giovani festivi e fra le acute voci di dame cicalanti a un tempo , come intorno a selvaggio antico moro sull' imbrunir del dì garrulo stormo di frascheggianti [SEP] passere [SEP] novelle ?
itwac	Qualora , a insindacabile giudizio del Comitato Organizzatore e del Comitato di Regata , le condizioni meteomarine fossero tali da poter creare situazioni di pericolo , gli stessi avranno la facoltà di escludere dalla partenza la categoria [SEP] passere [SEP] e gozzi .
itwac	Nei giorni scorsi il Nucleo antibracconaggio ha liberato ad Almese ( Piemonte ) 300 uccelli protetti sequestrati ai bracconieri : pettirossi , capinere , usignoli , [SEP] passere [SEP] scopatole , crocieri , frosoni , ciuffolotti , cardellini , lucherini , mentre un centinaio di uccelli , mutilati dai bracconieri , sono stati portati in un centro recupero LIPU della Regione .
itwac	SSA [SEP] PASSERA [SEP] Ginecologa ad Orvieto QUI CHIAVI SUBITO Duplicazione chiavi in un attimo a Loano FILETTO E FILOTTO Macelleria con annessa sala biliardo a Luino LA CASA DEL MICROCHIP Vendita uccelli di piccola taglia a Genova SE NELLA VITA PENSI SOLO ALLA PATATINA ...
itwac	( commenti : 0 ) LA [SEP] PASSERA [SEP] SOLITARIA postato da Roby poeta [ mercoledi 27 luglio 2005 ore 15:35:16 ] L' aria è immobile , l' attimo magico in sospeso .
itwac	( commenti : 0 ) LA [SEP] PASSERA [SEP] SOLITARIA postato da Roby poeta [ mercoledi 27 luglio 2005 ore 15:35:16 ] L' aria è immobile , l' attimo magico in sospeso .
itwac	amministratore delegato di Banca Intesa , dott. [SEP] Passera [SEP] .
itwac	Mi ha messo il becco nella [SEP] passera [SEP] !! " E la seconda paperella : " Beh , e cosa vuoi di più dalla vita ?
itwac	Non deve rispondere , dottor [SEP] Passera [SEP] .
itwac	Doveva essere un incontro risolutivo , per mettere la parola fine alla telenovela Peri [SEP] Passera [SEP] .
